,True Ad Prices,Predicted Ad Prices
3091,14440000,12136207.276579775
14762,1450000,2056283.3623983774
1727,1250000,1275720.273787562
22972,590000,415143.9633780628
12115,125000,351202.1141922063
20131,5140000,5268080.445803
17621,150000,334472.3140746446
12335,3390000,2293993.9529714184
5869,165000,315656.08288595773
19685,580000,585756.9637656462
20702,2290000,1933045.4053851475
27955,4994073,4290907.194226396
7573,8900000,8287749.828999006
18688,4190000,5222732.908597157
9874,950000,344445.2817854715
13355,1290000,2176355.1249065986
24399,2499999,3051074.682891896
1284,8990000,8897439.082104495
7436,2099000,2171814.4905036963
2666,1999000,2089535.900186444
13870,1999000,1970033.563427636
25183,2250000,2033736.8573760313
26264,390000,362725.102163112
21267,399000,399417.7447347965
26843,11500000,9125291.153038753
15258,6980000,6990456.501721309
7425,3990000,2570586.5817612307
25048,2750000,2800800.4105147035
5538,6400000,4732620.806812571
9659,7990000,9222162.022176582
24221,9990000,9392491.857958257
12904,6600000,5403146.525874726
5239,7950000,8017508.886269812
26807,2288000,2381463.5352612087
6502,8489000,8662073.288198303
16717,1498000,1213075.7145475678
26577,2975000,2684199.3741068896
20012,3199999,4077503.715033221
9536,2250000,2492147.5023420528
23917,1599000,2517735.48778972
16020,2599000,2078368.1136823953
25769,800000,721886.7638080355
19390,1899000,1593623.5593223507
16969,5344000,5252482.818981189
304,2590000,2235287.4789651646
22678,1688000,1824290.395762822
22234,1990000,1947701.12571407
18919,0,3809922.3756355974
6503,13570000,9118741.934060698
20262,8999999,9090740.094827602
27059,8900000,6683202.925881034
24149,1250000,1572346.8196394148
21497,2150000,1519740.6770972686
1660,1899000,2207587.5649364544
746,1450000,1116817.7421495474
23543,2549000,2686957.811937166
21741,135000,315656.08288595773
23779,2899000,3812056.898341325
6376,1520000,880675.2567045373
9004,2949000,2322411.005554031
15929,1590000,2039198.1080588687
11216,2490000,884126.526349374
1508,1950000,2017838.842482301
6625,380000,415143.9633780628
9657,1899000,1818348.1710895405
5090,1950000,2159629.3022192623
27587,16987000,11054186.182154465
27055,7990000,10454957.566550674
27855,6900000,2843146.67920611
7487,99000,353881.1347551724
524,1698000,2390297.668561441
3829,1999999,2115423.8912148895
10376,2499000,2275891.3770067976
19689,1899000,2197516.8359369147
23762,395000,378280.3254195344
6749,2799000,2410734.2147626183
7051,2949000,2599800.9901497876
15161,2490000,1552062.6425771222
7613,2500000,2619513.9810822387
16455,139900,602141.9996059859
22318,99999,315656.08288595773
26072,590000,1595728.7023025977
15023,1250000,1493040.43697672
5516,2899000,2231536.938651779
21547,10500000,8655537.679919269
19974,1990000,2010425.8763886173
9950,2800000,1820456.5832333344
1338,2899000,2195332.2292720485
4911,1400000,1872029.8654181338
6170,6899000,6928781.663428684
26020,2640000,2430107.6848807414
6940,950000,1855372.0105368334
5907,106000,334472.3140746446
26213,1490000,1566723.2130327828
20877,1550000,2141160.1150559713
20607,540000,613832.9455542766
2313,9000000,10574514.231610311
13815,2195000,3080620.3994022873
18759,3599000,3102386.3075168203
2222,1439000,1804087.5830418477
20814,1950000,1748092.0582845286
27153,5299000,6471095.955735148
433,11990000,10422544.656850033
163,11990000,9744714.356648263
7011,11000000,10069630.361097148
26056,2600000,2201733.6623442313
16190,950000,958662.4316617016
19100,530000,315656.08288595773
25805,4990000,4562448.451767837
13497,9990000,10330168.46197185
19489,159000,353881.1347551724
25425,2499000,2472999.7017202633
17452,380000,315656.08288595773
5422,1990000,2015319.633763098
7500,1599000,1228824.6157200597
5442,1490000,1064460.9201907536
2839,1590000,1841375.1549448224
5554,5050000,4946125.138076752
10458,579000,427308.80429979693
22492,2899000,2483933.703128479
7677,1599000,1832526.383770178
3745,1399000,1669169.031056019
5539,1975000,2193970.648053578
6549,7950000,9430910.50951941
6221,1690000,1604705.8923993935
11015,2299000,2693119.4458511765
12817,2966000,3114968.3420556583
9655,2290000,1838856.5764401613
28188,5999999,7965721.912660448
22523,2099000,1759894.0223223036
14905,720000,1681380.5570676008
16756,6700000,6790026.992248913
10372,299999,426217.8272108141
14726,7850000,8359775.4780881675
3609,1599000,2295510.0877844174
21276,970000,651938.7140520622
7366,1690000,2070125.9695000662
15166,1590000,1327490.7120513516
22496,359000,334472.3140746446
9997,8490000,8981554.716812756
7843,7950000,9133863.94012609
15601,3399000,3685045.580588569
8666,2649000,2741600.650759114
26516,1290000,1291697.1244659817
21853,1600000,1910820.4384576825
22955,1425000,1422418.6031805715
9277,2019000,1846829.2134144069
22900,300000,682539.6209488418
12704,1298000,1527461.9937221822
23840,1430000,1345853.3262154511
10600,11999000,11278614.607302504
2957,159000,315656.08288595773
23679,6984000,7356109.367852401
1725,2200000,1497331.2923937137
19292,2049000,1565815.1232919379
8049,8990000,8588728.984124582
20935,2747777,2530634.248066098
20411,1590000,1470199.4248555265
24180,1250000,1341469.7891759905
8349,80000,353881.1347551724
9143,2249999,2488913.526345475
7758,2179000,2220202.166809639
8389,8390000,9430198.173832895
26188,1899000,2280818.782168061
8953,2890000,3147767.758771002
22129,2499000,2227915.5827437434
1217,1490000,1964276.2763640997
8472,2490000,739938.18550788
8985,150000,269772.9356849126
4740,2000000,1561907.9096218054
7167,1390000,1526818.3530169574
11693,6979000,7274589.798240322
4955,1950000,2098041.5154312
25328,1250000,762148.5023610615
3194,949000,965044.3388608928
22298,55000,334472.3140746446
8939,8990000,10170992.663434684
23726,1590000,1168610.8723767335
25189,530000,595728.4914587209
20159,5100000,5187479.678408984
19138,11900000,11481914.245780712
12476,2100000,2266359.804052959
6525,2790000,3290615.3110029707
6840,1280000,1190926.3648917049
10725,2050000,2019945.0802309818
6147,1495000,1235507.1457432318
2896,1399999,1509679.2950337848
26549,549000,436525.4390944732
785,2800000,2374624.726465791
23861,369000,353881.1347551724
22790,2200000,1453199.493404991
6810,2790000,2997306.1260151817
3760,12250000,10299894.916950738
19911,1498000,1519425.863419491
7851,1280000,770903.0587767725
26341,1599000,2355935.9541101167
12723,869999,694324.1057403317
16723,1999000,1819527.0105507718
20272,1990000,2247556.9313632017
13637,970000,1169431.551872252
11807,2799999,1851643.7074546835
19032,2190000,2286551.005018699
15477,719000,584779.148167915
5142,295000,314417.1756705008
26496,2950000,2509894.1644897293
25792,2090000,2074795.686584121
10030,1690000,1857899.7628498487
16280,2599000,2538285.780637572
28486,5190000,5640721.722018402
28520,5349000,5228707.118133267
16753,299000,382596.2838177913
3639,6950000,8497232.013752142
10233,550000,590599.5151349456
6720,4190000,4665526.524462368
23673,1690000,1379102.2846342628
24856,1450000,1128607.148013633
24540,1599000,2093761.5499905231
11947,4099000,4310500.928054713
16957,10555000,8846579.196830923
11956,190000,315656.08288595773
2006,1999000,1804016.834597481
14389,590000,1037221.5514847287
6766,2150000,1714816.0277586428
2215,14690000,13709624.58239056
10697,165000,624839.3008076564
13636,1430000,1139529.6849689067
13349,4999900,5038279.433884622
11049,2550000,2673997.6414615684
27526,580000,602830.1786612472
19380,999999,1386950.0706808632
21290,180000,338729.025675605
22326,2020000,1833000.8463884771
23829,3999999,3500450.461252929
6674,199999,315656.08288595773
2508,6490000,6987073.571514842
5181,99999,608336.871228782
12950,99000,338729.025675605
10407,950000,782865.5117866588
9021,11425000,10458802.37174172
11573,9999999,9306922.068808157
10179,2849000,2910133.1145737492
25261,2949000,2566940.2403334174
27028,560000,379121.45309706026
25568,2949000,2819645.2670559776
24667,10459500,11014530.941687886
6826,1999000,1848153.0280047446
197,4790000,5805735.3875671225
22459,1900000,1426396.8588026017
15164,1500000,617593.4806137941
24678,2290000,2272386.885251035
18138,1900000,2089235.489489217
10317,199000,224549.54066110766
11084,2499000,2285504.980468877
20463,150000,315656.08288595773
8838,2090000,2012879.863423182
4153,1590000,1443512.5033605853
26377,360000,353881.1347551724
4160,95000,315656.08288595773
28071,5390000,5810539.5714112455
26325,9999000,10831137.22232672
19584,969000,471430.3053228868
13942,1450000,1604506.6065964075
1042,2795000,2362581.7369983974
733,1290000,1870820.9957326723
11636,590000,926678.1519409885
4936,980000,959421.6737672221
18576,1920000,2100379.215043645
20768,1590000,2014617.0622348671
578,1899000,1818371.586840461
7067,10490000,11069064.042004991
5220,1449000,1343091.7647584938
662,1999000,2112009.6991545255
13872,1290000,1692093.5105390975
23428,2499000,2027061.4102298417
5738,1489000,1826176.664188072
19635,260000,716161.8259225436
5316,120000,375665.851495253
15535,5099000,4814984.623084897
15512,9990000,8663729.855633482
13341,1998000,2391613.0193775357
25884,2290000,2561468.246742296
4546,2840000,2260590.3711908357
4450,2549000,1801899.788215958
8526,1490000,2136529.9918932584
27498,7999998,9176218.7557217
19738,4999000,4487267.56074075
19264,599000,1567757.9467748879
326,1279000,1522898.1424327306
5251,950000,2440061.806551927
28142,140000,612758.193509918
16901,3899000,4207320.545651331
21770,1429000,1507894.9192893126
22212,2599000,2214182.060632402
24646,1590000,2203659.59802815
1173,199000,8680288.71170651
3296,549000,598630.5796980634
10378,33350000,30932817.01996957
24817,1990000,2230736.368488963
19821,170000,412261.2111845071
6690,1599000,2044997.3531094107
18462,590000,859306.9722580329
20825,949999,1278843.0812268297
21881,149000,426217.8272108141
13190,2499999,2051602.9789279425
6623,570000,371186.8189036418
6117,950000,1272718.2336258448
4825,595000,670352.71961494
24003,950000,644805.6500861787
12602,3990000,2393836.7476845253
26115,1549000,1995975.4937500919
6468,8590000,9392992.84759309
12866,2250000,2275402.6648968705
16152,599000,432455.88154327666
1882,16990000,13670192.83820162
27934,1999999,2483591.883971326
18679,2980000,2716703.593049555
14353,1999000,1719041.9564009525
14410,2495000,2358382.480053972
4046,1490000,2128807.4709374597
27325,2050000,1679222.0063858533
27672,1999000,2467798.733671763
15367,1690000,1718219.150913193
749,6990000,5911335.560129869
27887,8480000,8708528.301199006
1551,970000,1258510.2942944653
2832,1598000,1799056.643059876
21382,3790000,3142809.9218832916
18512,559000,1137133.8881401522
19621,1449000,1375714.4061159438
19131,380000,331905.46786557906
20046,5200000,5239393.3166590985
15572,2489000,2558235.045806689
28288,2295000,1790775.8500098689
616,11990000,11318576.97592342
13797,2500000,1409305.9493404846
19875,1990000,2524313.2600623113
19167,3890000,4839884.071664756
24195,2559000,2474967.2108412352
9037,1500000,1742291.7092182874
20407,999000,1319620.7980644524
20396,5990000,4748438.129788215
24519,2099000,2169067.6124125016
24265,369000,1733051.0022881029
20614,949000,1604784.8470277875
14243,950000,1481601.5609854124
27427,2290000,2535360.081643998
5464,3899000,4577388.130640807
16727,1549000,1746872.8367362097
22762,2590000,2527563.511810341
12396,60000,315656.08288595773
21388,1290000,1902210.5330077999
2618,550000,1043650.7850118118
6462,7890000,9448866.04776016
1933,199000,315656.08288595773
9383,9400000,9113184.573423246
16380,234567,315656.08288595773
12786,2750000,1981089.1887903358
24671,1590000,1502973.36461242
9716,11790,5281531.185421646
540,1588000,1643230.7942191956
11484,2490000,1748255.003979146
1544,5190000,5483217.17155093
18730,1950000,2148433.7368334187
22447,2900000,3069969.5123746204
488,530000,459638.8469213393
15885,10749000,10001392.253478607
1887,2990000,2232342.4834448374
23897,2250000,2312833.5341328937
11066,2769000,3540847.831931259
18997,1100000,2243957.737590531
7261,7990000,9190907.067144457
3626,385000,1753157.7864801527
10428,2099000,2019648.380434303
13338,11990000,11426498.283445064
8041,3999999,3329336.00635761
28121,1990000,2636538.4012335083
12952,590000,344445.2817854715
24789,2800000,2432724.832632104
2257,9490000,10625750.995874014
1199,1699000,1763032.2549929477
21299,545000,731337.7902866051
2595,5490000,5294352.512808024
14049,4650000,4677336.562182223
1853,1599000,1327541.9367303012
6877,10500000,9417504.924703415
7966,9999000,12688499.278399257
5703,1999999,1813590.0673790646
14452,2299000,1365040.372526196
1414,9799000,9006126.447593573
14016,3899000,4306409.387436441
27664,549000,443035.0229430634
10999,2849000,2160238.730005414
13122,2490000,1796760.045404202
26471,10430000,9285034.304891864
28138,1995000,2360378.5525313034
26613,530000,1801314.343932931
3366,2299000,2233736.6940116035
2115,1690000,2346665.4451692696
26363,2799000,3129360.982395627
23851,1349000,1754971.5076460359
9728,2099000,1761251.4717240068
24634,11200000,4520512.474021768
20596,2590000,2438463.3248691238
15803,5199000,5261470.632531183
11705,2499000,2533085.9135967134
18507,1980000,2095084.5343860427
28530,5270000,3677719.725004672
21361,80000,315656.08288595773
21194,185000,315656.08288595773
1992,10990000,11873375.201079156
1332,960000,1018795.6990004149
23316,1100000,1080301.8100302457
1618,1499000,1809437.7906406655
15243,950000,1239628.839739538
4496,6299000,7938102.872118721
10005,2290000,2080542.771621233
18418,1599000,1354332.4112355292
20622,4399000,3378324.6616524337
6196,55000,315656.08288595773
24228,1490000,897962.6044493658
13853,1288000,1002847.3238920532
1052,2499000,2361374.949858971
3227,1449000,1451030.8911044202
21081,4000000,4617204.098947849
5640,120000,315656.08288595773
4452,1999000,1670916.9458327596
5868,75000,315656.08288595773
27899,580000,733150.8193570453
3456,1450000,1612334.947794865
20532,149000,556527.919838438
23290,1550000,1304519.4930393593
21563,1950000,1710851.2836712203
11580,3950000,2754582.358478011
4905,979000,1328424.573561397
9683,2189999,2319500.8222635556
24742,7490000,9483040.117005138
23,2490000,2469051.02362787
9263,2095000,2181876.85346208
24965,590000,788104.910867532
21880,2290000,2122105.076359348
25670,2599000,2373437.7787011834
24502,4050000,4009042.07510901
8205,2050000,1262217.243458805
7839,2890000,2421239.810193454
27604,120000,348559.557851839
